product_brand,product_name,product_shade,product_price,review_text,review_id
Nivea,24H Melt-In Moisture,Strawberry Shine,0,"Aku suka wanginya, bener-bener strawberry segarr. Warnanya juga lucu, warna merah cerah dan masih kelihatan natural. Tetapi, sayang banget kalau ini tidak begitu lembab malah memperparah bibirku kering sampai ada lopekan kulit mati.",review_00066
Nivea,24H Melt-In Moisture,Strawberry Shine,0,"Bibir aku gampang kering pas aku coba pakai ini ternyata ngelembabin bibir aku, teksturnya padat begitu kalo sudah mau habis suka aku korek sampai benar-benar habis haha, menurutku kemasannya juga oke dan mudah masuk tas. Aku biasa belinya pas tanggal kembar jadi worth tapi buy",review_00067
Nivea,24H Melt-In Moisture,Strawberry Shine,0,"Lip balm ini enak banget dipakai, lembapin bibir seharian dan ada hint warna pink natural. Wanginya manis kayak permen stroberi Teksturnya lembut, enggak lengket, bikin bibir kelihatan sehat dan fresh. Cocok buat dibawa kemana-mana!",review_00068
Nivea,24H Melt-In Moisture,Strawberry Shine,0,"Aku sudah coba beberapa varian NIVEA lip balm, dan secara jujur, ini salah satu lip balm yang worth itu dengan harga terjangkau. Kelembapannya oke, terutama untuk yang punya bibir gampang kering atau pecah-pecah. Begitu dipakai, bibir langsung terasa lebih halus dan lembap. Tapi memang harus rutin dipakai, karena kalau berhenti, bibir bisa balik kering.",review_00069
Nivea,24H Melt-In Moisture,Strawberry Shine,0,"NIVEA Strawberry Shine ini adalah lip balm yang selalu ada di tas saya! Aromanya stroberi yang manis dan segar bikin pengin pakai terus. Yang paling saya suka adalah teksturnya yang lembut dan langsung 'melt' di bibir begitu diaplikasikan, memberikan kelembapan instan. Bibir jadi terasa halus, tidak pecah-pecah, dan ada sedikit kilau cantik yang bikin bibir terlihat lebih sehat. Produk ini benar-benar efektif menjaga kelembapan bibir seharian penuh, apalagi di cuaca kering atau setelah menggunakan lipstik matte. Ini bukan cuma lip balm biasa, tapi juga memberikan sentuhan warna yang sangat natural, cocok untuk sehari-hari",review_00070
Nivea,24H Melt-In Moisture,Strawberry Shine,0,"Sudah 2 tahun pemakaian dan sejauh ini tidak ada dampak negatif untuk kondisi bibirku yang sering kering dan mengelupas. Moisturizingnya cukup dapet, tapi sepertinya harus berulang kali apply dulu baru terasa melembapkannya (soalnya biasanya aku gini). After pemakaian selain bibir jadi lebih lembap, ada sentuhan warna pink alami juga di bibir meskipun ini bukan tinted lip balm. Cocok banget buat yang tidak begitu suka ribet tapi ingin melembapkan dan menyegarkan looks bibir agar lebih natural dalam satu waktu. Terus ada aroma strawberrynya juga yang kadang bikin aku khilaf pengin mencoba rasanya haha Aku pakai ini bisa tahan 6 bulanan, jadi worth itu banget untuk repurchase. Packagingnya oke, minimalis dan praktis untuk digunakan sehari-hari. So, recommended? Yes, of course. Overall bintang 5/5 untuk Nivea Lip Balm Strawberry Shine",review_00071
Nivea,24H Melt-In Moisture,Strawberry Shine,0,"Nivea Strawberry Shine melembapkan bibir dengan aroma stroberi manis dan memberi warna merah muda alami. Teksturnya lembut, mudah diaplikasikan, dan cocok untuk tampilan natural. Praktis dibawa, namun perlu diaplikasi ulang setelah makan. Cocok untuk perawatan bibir sehari-hari",review_00072
Nivea,24H Melt-In Moisture,Strawberry Shine,0,"sangat bagus dan aku rekomendasi banget buat yang bibirnya kering, karnaa ini itu melembabkan tapi lembab nya enggak bikin kayak minyakan yang lebay begitu yaa, ini baguss. apalagi ada hint pink nya meskipun sedikit, kalo buat dipakai ke sekolah okee sii, jadi kayak natural terlihat pink dan tetap lembab",review_00073
Nivea,24H Melt-In Moisture,Strawberry Shine,0,"Sudah pakai lama akhirnya mereview lagi karena bagus apalagi ada harga promo auto stock, melembapkan bibir tidak terasa lengket dan menurutku baunya tidak menyengat jadi cocok banget kalau dipakai sebelum pakai lipstik dan bisa untuk di rumah saja",review_00074
Nivea,24H Melt-In Moisture,Strawberry Shine,0,ini baru mau mencoba juga lip balm dari nivea karena sebelumnya pakai oriflame oke oke saja dan tadi karena ada promo sih jadi berburu promo hajahahhahahahahaha lumayan lah dapat produk murce sekali kapan lagi yekan wkwkwkkakakakwkwkwkwkkwkw,review_00075
